Features,Current_Best,Test_RMSE,Test_R2
"['TORQUE|6', 'LOAD|6', 'TORQUE_FFW|6', 'CTRL_DIFF2|1', 'CMD_SPEED|6']",CMD_SPEED|6,0.109949515798555,0.9948451441259013
"['TORQUE|6', 'LOAD|6', 'TORQUE_FFW|6', 'CTRL_DIFF2|1', 'TORQUE_FFW|1']",TORQUE_FFW|1,0.07913112792648323,0.9973299180107581
"['TORQUE|6', 'LOAD|6', 'TORQUE_FFW|6', 'CTRL_DIFF2|1', 'ENC2_POS|1']",ENC2_POS|1,0.07868430558675205,0.99735998668195
