column,abs_mean,abs_no_of_peaks_1x,abs_two_times_mean,abs_no_of_peaks_2x,Num_Peaks_Lag100_Inf0,Num_Peaks_Lag100_Inf0.5,Num_Peaks_Lag100_Inf0.9,Num_Peaks_Lag500_Inf0,Num_Peaks_Lag500_Inf0.5,Num_Peaks_Lag500_Inf0.9,Num_Peaks_Lag1000_Inf0,Num_Peaks_Lag1000_Inf0.5,Num_Peaks_Lag1000_Inf0.9,Num_Peaks_Lag5000_Inf0,Num_Peaks_Lag5000_Inf0.5,Num_Peaks_Lag5000_Inf0.9,Num_Peaks_Lag10000_Inf0,Num_Peaks_Lag10000_Inf0.5,Num_Peaks_Lag10000_Inf0.9,Num_Peaks_2t_Lag100_Inf0,Num_Peaks_2t_Lag100_Inf0.5,Num_Peaks_2t_Lag100_Inf0.9,Num_Peaks_2t_Lag500_Inf0,Num_Peaks_2t_Lag500_Inf0.5,Num_Peaks_2t_Lag500_Inf0.9,Num_Peaks_2t_Lag1000_Inf0,Num_Peaks_2t_Lag1000_Inf0.5,Num_Peaks_2t_Lag1000_Inf0.9,Num_Peaks_2t_Lag5000_Inf0,Num_Peaks_2t_Lag5000_Inf0.5,Num_Peaks_2t_Lag5000_Inf0.9,Num_Peaks_2t_Lag10000_Inf0,Num_Peaks_2t_Lag10000_Inf0.5,Num_Peaks_2t_Lag10000_Inf0.9
CTRL_DIFF2|2,0.019,22750,0.038,471,74723.0,74143.0,74003.0,74323.0,73794.0,73661.0,73808.0,73243.0,73161.0,69769.0,69572.0,69562.0,64789.0,64610.0,64610.0,74723.0,73539.0,73234.0,74323.0,73294.0,73102.0,73796.0,72718.0,72530.0,69699.0,69293.0,69279.0,64756.0,64360.0,64360.0
CTRL_DIFF2|3,0.013,786,0.026,753,74723.0,74400.0,74200.0,74320.0,74042.0,73878.0,73819.0,73497.0,73329.0,69774.0,69457.0,69351.0,64815.0,64549.0,64476.0,74723.0,74107.0,73713.0,74317.0,73750.0,73407.0,73809.0,73156.0,72843.0,69748.0,69152.0,68927.0,64801.0,64277.0,64086.0
CTRL_DIFF2|6,68.394,50442,136.788,0,70016.0,13.0,13.0,70016.0,4.0,4.0,68772.0,1.0,1.0,1515.0,3.0,2.0,0.0,0.0,0.0,70016.0,13.0,13.0,70016.0,4.0,4.0,21.0,1.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0
TORQUE|1,0.704,46458,1.408,941,74643.0,49705.0,43868.0,73874.0,44389.0,40602.0,73564.0,42367.0,39881.0,68598.0,43438.0,43107.0,55816.0,37451.0,37293.0,74025.0,26527.0,18380.0,73537.0,20848.0,16753.0,73220.0,20043.0,17684.0,67807.0,19421.0,19097.0,24327.0,13371.0,13185.0
TORQUE|2,0.697,38525,1.394,654,74693.0,49950.0,45236.0,73851.0,45525.0,42682.0,73192.0,44944.0,43128.0,69470.0,44645.0,44427.0,54898.0,33012.0,32941.0,74474.0,26593.0,19893.0,73313.0,21742.0,18623.0,72889.0,20497.0,18824.0,67864.0,20388.0,20114.0,33561.0,13847.0,13784.0
TORQUE|3,5.899,37691,11.798,24,68331.0,46.0,38.0,71546.0,255.0,204.0,71546.0,317.0,299.0,751.0,210.0,191.0,0.0,0.0,0.0,66225.0,16.0,9.0,165.0,17.0,14.0,204.0,24.0,22.0,98.0,37.0,36.0,0.0,0.0,0.0
TORQUE|6,1.365,36548,2.73,3129,68738.0,33562.0,26049.0,68738.0,21175.0,17200.0,68738.0,17156.0,15228.0,68738.0,8491.0,8491.0,36767.0,2869.0,2869.0,68738.0,1574.0,1441.0,68738.0,3716.0,3602.0,68738.0,5167.0,5079.0,68738.0,3650.0,3647.0,3098.0,1423.0,1423.0
DES_POS|1,359.969,8603,719.938,0,66602.0,9.0,9.0,66602.0,7.0,7.0,66602.0,8.0,6.0,66602.0,3.0,2.0,0.0,0.0,0.0,66602.0,9.0,9.0,66602.0,7.0,7.0,66602.0,6.0,6.0,66602.0,2.0,1.0,0.0,0.0,0.0
DES_POS|2,315.057,11014,630.114,0,66602.0,9.0,9.0,66602.0,12.0,8.0,66602.0,12.0,8.0,66602.0,3.0,2.0,0.0,0.0,0.0,66602.0,9.0,9.0,66602.0,8.0,8.0,66602.0,8.0,8.0,66602.0,2.0,2.0,0.0,0.0,0.0
DES_POS|3,320.891,66202,641.782,0,66814.0,2.0,2.0,66814.0,4.0,2.0,66814.0,4.0,2.0,66814.0,3.0,2.0,0.0,0.0,0.0,66814.0,2.0,2.0,66814.0,2.0,2.0,66814.0,2.0,2.0,66814.0,2.0,1.0,0.0,0.0,0.0
DES_POS|6,1020645.107,36077,2041290.214,9350,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,1.0,1.0,0.0,0.0,0.0,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,1.0,1.0,0.0,0.0,0.0
CTRL_DIFF|1,0.0,72493,0.0,72493,72604.0,74718.0,74716.0,72611.0,74307.0,74306.0,73823.0,73811.0,73806.0,69663.0,69814.0,69814.0,64820.0,64813.0,64808.0,72604.0,74708.0,74703.0,72611.0,74303.0,74297.0,73823.0,73800.0,73787.0,69815.0,69797.0,69794.0,64821.0,64797.0,64796.0
CTRL_DIFF|2,0.0,74755,0.0,74755,74723.0,74714.0,74716.0,74323.0,74315.0,74301.0,73823.0,73813.0,73802.0,69696.0,69807.0,69802.0,64822.0,64811.0,64812.0,74723.0,74704.0,74702.0,74323.0,74298.0,74291.0,73823.0,73794.0,73785.0,69695.0,69790.0,69791.0,64822.0,64796.0,64802.0
CTRL_DIFF|3,0.0,74821,0.0,74821,74723.0,74716.0,74710.0,73242.0,74318.0,74309.0,73823.0,73816.0,73811.0,69822.0,69810.0,69810.0,64823.0,64816.0,64812.0,74723.0,74713.0,74701.0,73242.0,74311.0,74297.0,73823.0,73804.0,73800.0,69814.0,69799.0,69796.0,64823.0,64812.0,64807.0
CTRL_DIFF|6,0.0,1887,0.0,1887,1887.0,3042.0,2304.0,1887.0,3440.0,2703.0,1887.0,3939.0,3203.0,1887.0,7936.0,7202.0,7938.0,7938.0,7938.0,1887.0,3042.0,2304.0,1887.0,3440.0,2703.0,1887.0,3939.0,3203.0,1887.0,7936.0,7202.0,7938.0,7938.0,7938.0
CTRL_POS|1,360.022,8616,720.044,0,66600.0,9.0,9.0,66600.0,7.0,7.0,66600.0,6.0,6.0,66600.0,3.0,1.0,0.0,0.0,0.0,66600.0,9.0,9.0,66600.0,7.0,7.0,66600.0,6.0,6.0,66600.0,1.0,1.0,0.0,0.0,0.0
CTRL_POS|2,315.101,11022,630.202,0,66600.0,10.0,10.0,66600.0,8.0,8.0,66600.0,8.0,8.0,66600.0,3.0,2.0,0.0,0.0,0.0,66600.0,10.0,10.0,66600.0,8.0,8.0,66600.0,8.0,8.0,66600.0,2.0,1.0,0.0,0.0,0.0
CTRL_POS|3,320.827,66188,641.654,0,66835.0,3.0,3.0,66835.0,2.0,2.0,66835.0,4.0,2.0,66835.0,4.0,3.0,0.0,0.0,0.0,66835.0,3.0,3.0,66835.0,2.0,2.0,66835.0,2.0,2.0,66835.0,2.0,1.0,0.0,0.0,0.0
CTRL_POS|6,1020198.195,36077,2040396.39,9356,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,1.0,1.0,0.0,0.0,0.0,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,2.0,2.0,68772.0,1.0,1.0,0.0,0.0,0.0
VEL_FFW|1,4.2,17483,8.4,471,49424.0,1157.0,899.0,49424.0,1234.0,1202.0,49424.0,1792.0,1772.0,49424.0,944.0,942.0,158.0,122.0,122.0,49424.0,393.0,321.0,49424.0,628.0,591.0,49424.0,624.0,606.0,49424.0,379.0,376.0,0.0,0.0,0.0
VEL_FFW|2,3.568,22688,7.136,470,46278.0,1221.0,1176.0,46278.0,1981.0,1955.0,46278.0,2645.0,2627.0,46278.0,1348.0,1346.0,0.0,0.0,0.0,46278.0,402.0,343.0,46278.0,719.0,684.0,46278.0,902.0,873.0,46278.0,458.0,455.0,0.0,0.0,0.0
VEL_FFW|3,2.467,777,4.934,750,1150.0,280.0,270.0,1150.0,286.0,285.0,1150.0,378.0,377.0,1150.0,529.0,529.0,0.0,0.0,0.0,1150.0,111.0,98.0,1150.0,170.0,167.0,1150.0,218.0,216.0,1150.0,389.0,388.0,0.0,0.0,0.0
VEL_FFW|6,16485.548,47989,32971.096,0,66108.0,72.0,72.0,66108.0,58.0,58.0,66108.0,51.0,51.0,66108.0,2.0,2.0,0.0,0.0,0.0,66108.0,72.0,72.0,66108.0,58.0,58.0,66108.0,51.0,51.0,66108.0,2.0,2.0,0.0,0.0,0.0
CONT_DEV|1,0.0,72484,0.0,72484,72601.0,74719.0,74716.0,72602.0,74311.0,74311.0,73823.0,73816.0,73806.0,69822.0,69815.0,69812.0,64814.0,64809.0,64809.0,72601.0,74711.0,74699.0,72602.0,74309.0,74302.0,73823.0,73806.0,73798.0,69646.0,69808.0,69803.0,64808.0,64796.0,64792.0
CONT_DEV|2,0.0,74757,0.0,74757,74723.0,74714.0,74717.0,74323.0,74316.0,74303.0,73823.0,73811.0,73811.0,69674.0,69812.0,69806.0,64819.0,64816.0,64812.0,74723.0,74706.0,74709.0,74323.0,74307.0,74291.0,73823.0,73800.0,73795.0,69674.0,69795.0,69796.0,64820.0,64798.0,64795.0
CONT_DEV|3,0.0,74821,0.0,74821,74723.0,74719.0,74712.0,73239.0,74320.0,74315.0,73823.0,73818.0,73816.0,69823.0,69815.0,69814.0,64823.0,64820.0,64817.0,74723.0,74714.0,74706.0,73239.0,74316.0,74307.0,73823.0,73812.0,73807.0,69822.0,69808.0,69806.0,64823.0,64814.0,64811.0
CONT_DEV|6,0.0,1887,0.0,1887,1887.0,3042.0,2304.0,1887.0,3440.0,2703.0,1887.0,3939.0,3203.0,1887.0,7936.0,7202.0,7938.0,7938.0,7938.0,1887.0,3042.0,2304.0,1887.0,3440.0,2703.0,1887.0,3939.0,3203.0,1887.0,7936.0,7202.0,7938.0,7938.0,7938.0
CMD_SPEED|1,5.674,17472,11.348,471,66696.0,412.0,341.0,66781.0,922.0,851.0,63768.0,1143.0,1084.0,24936.0,621.0,615.0,0.0,0.0,0.0,66608.0,29.0,16.0,66607.0,267.0,227.0,63480.0,321.0,296.0,11210.0,261.0,258.0,0.0,0.0,0.0
CMD_SPEED|2,4.82,22739,9.64,471,66777.0,461.0,399.0,66994.0,989.0,951.0,66999.0,1378.0,1346.0,24904.0,805.0,798.0,0.0,0.0,0.0,66612.0,107.0,62.0,66664.0,350.0,310.0,66454.0,473.0,446.0,8627.0,318.0,314.0,0.0,0.0,0.0
CMD_SPEED|3,3.339,779,6.678,750,69106.0,648.0,522.0,68021.0,1028.0,828.0,4236.0,1101.0,903.0,5816.0,1816.0,1370.0,3183.0,1251.0,887.0,68807.0,91.0,67.0,66986.0,238.0,201.0,1127.0,257.0,233.0,1238.0,450.0,401.0,44.0,38.0,32.0
CMD_SPEED|6,16485.553,47989,32971.106,0,67964.0,74.0,74.0,67964.0,58.0,58.0,67964.0,50.0,50.0,67964.0,2.0,2.0,0.0,0.0,0.0,67964.0,74.0,74.0,67964.0,58.0,58.0,67964.0,50.0,50.0,67964.0,2.0,2.0,0.0,0.0,0.0
TORQUE_FFW|1,2743.406,1371,5486.812,1296,45432.0,20.0,20.0,45432.0,9.0,9.0,45432.0,8.0,8.0,45432.0,1.0,1.0,0.0,0.0,0.0,45432.0,20.0,20.0,45432.0,9.0,9.0,45432.0,8.0,8.0,45432.0,1.0,1.0,0.0,0.0,0.0
TORQUE_FFW|2,2548.26,1221,5096.52,1153,46308.0,18.0,18.0,46308.0,8.0,8.0,46308.0,7.0,7.0,46308.0,1.0,1.0,0.0,0.0,0.0,46308.0,18.0,18.0,46308.0,8.0,8.0,46308.0,7.0,7.0,46308.0,1.0,1.0,0.0,0.0,0.0
TORQUE_FFW|3,4407.175,705,8814.35,693,881.0,5.0,5.0,881.0,2.0,2.0,881.0,2.0,2.0,881.0,1.0,1.0,0.0,0.0,0.0,881.0,5.0,5.0,881.0,2.0,2.0,881.0,2.0,2.0,881.0,1.0,1.0,0.0,0.0,0.0
TORQUE_FFW|6,1331850.527,1434,2663701.054,1432,4706.0,199.0,199.0,4706.0,21.0,21.0,4706.0,19.0,19.0,4706.0,2.0,2.0,0.0,0.0,0.0,4706.0,199.0,199.0,4706.0,21.0,21.0,4706.0,19.0,19.0,4706.0,2.0,2.0,0.0,0.0,0.0
ENC1_POS|1,4944.581,66203,9889.162,0,71549.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71549.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|2,9398.134,11023,18796.268,0,72311.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72311.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|3,342.94,8637,685.88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|6,1020129.801,36077,2040259.602,9357,70013.0,12.0,12.0,70013.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70013.0,12.0,12.0,70013.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|1,360.033,8619,720.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|2,315.109,11023,630.218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|3,320.815,66186,641.63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
