column,abs_mean,abs_no_of_peaks_1x,abs_two_times_mean,abs_no_of_peaks_2x,Num_Peaks_Lag100_Inf0,Num_Peaks_Lag100_Inf0.5,Num_Peaks_Lag100_Inf0.9,Num_Peaks_Lag500_Inf0,Num_Peaks_Lag500_Inf0.5,Num_Peaks_Lag500_Inf0.9,Num_Peaks_Lag1000_Inf0,Num_Peaks_Lag1000_Inf0.5,Num_Peaks_Lag1000_Inf0.9,Num_Peaks_Lag5000_Inf0,Num_Peaks_Lag5000_Inf0.5,Num_Peaks_Lag5000_Inf0.9,Num_Peaks_Lag10000_Inf0,Num_Peaks_Lag10000_Inf0.5,Num_Peaks_Lag10000_Inf0.9,Num_Peaks_2t_Lag100_Inf0,Num_Peaks_2t_Lag100_Inf0.5,Num_Peaks_2t_Lag100_Inf0.9,Num_Peaks_2t_Lag500_Inf0,Num_Peaks_2t_Lag500_Inf0.5,Num_Peaks_2t_Lag500_Inf0.9,Num_Peaks_2t_Lag1000_Inf0,Num_Peaks_2t_Lag1000_Inf0.5,Num_Peaks_2t_Lag1000_Inf0.9,Num_Peaks_2t_Lag5000_Inf0,Num_Peaks_2t_Lag5000_Inf0.5,Num_Peaks_2t_Lag5000_Inf0.9,Num_Peaks_2t_Lag10000_Inf0,Num_Peaks_2t_Lag10000_Inf0.5,Num_Peaks_2t_Lag10000_Inf0.9
CTRL_DIFF2|2,0.001,1511,0.002,1170,63917.0,64209.0,64210.0,63794.0,63819.0,63808.0,63338.0,63307.0,63302.0,59218.0,59234.0,59220.0,54322.0,54231.0,54232.0,63917.0,64183.0,64171.0,63794.0,63798.0,63778.0,63338.0,63270.0,63258.0,59324.0,59121.0,59105.0,54306.0,54135.0,54124.0
CTRL_DIFF2|3,0.004,665,0.008,637,63888.0,64134.0,64101.0,63838.0,63702.0,63644.0,63338.0,63246.0,63185.0,57962.0,59263.0,59234.0,54314.0,54263.0,54246.0,63888.0,64047.0,63945.0,63824.0,63606.0,63455.0,63334.0,63137.0,63036.0,57951.0,59173.0,59108.0,54292.0,54186.0,54129.0
CTRL_DIFF2|6,11.342,28062,22.684,0,63158.0,113.0,72.0,63158.0,211.0,192.0,63158.0,220.0,213.0,439.0,147.0,145.0,98.0,60.0,60.0,63158.0,32.0,17.0,63158.0,109.0,82.0,63158.0,131.0,110.0,9.0,7.0,6.0,0.0,0.0,0.0
TORQUE|1,0.626,36844,1.252,571,64031.0,40522.0,36947.0,63772.0,38049.0,35606.0,62328.0,36886.0,35206.0,55766.0,35243.0,34473.0,50152.0,30967.0,30341.0,64007.0,21577.0,17734.0,63476.0,19085.0,17020.0,62269.0,17665.0,16482.0,54516.0,19438.0,18713.0,24440.0,10447.0,9900.0
TORQUE|2,6.792,36885,13.584,0,63398.0,99.0,87.0,63399.0,174.0,163.0,19283.0,209.0,191.0,1927.0,150.0,143.0,28.0,25.0,25.0,63398.0,23.0,16.0,7721.0,74.0,66.0,7576.0,71.0,66.0,31.0,30.0,29.0,8.0,8.0,8.0
TORQUE|3,0.539,12231,1.078,496,64219.0,52528.0,46423.0,63532.0,52450.0,49163.0,62234.0,48549.0,46668.0,54754.0,37939.0,37583.0,51605.0,34067.0,33861.0,62273.0,40492.0,28847.0,61106.0,37383.0,32071.0,61518.0,32706.0,29816.0,53557.0,21298.0,20039.0,46988.0,21222.0,20776.0
TORQUE|6,2.347,12074,4.694,1041,63184.0,1330.0,1159.0,63180.0,2194.0,2109.0,63180.0,2883.0,2833.0,23598.0,1863.0,1852.0,8911.0,670.0,670.0,63184.0,309.0,265.0,63180.0,577.0,565.0,63180.0,750.0,738.0,1912.0,694.0,687.0,867.0,549.0,547.0
DES_POS|1,14.848,34443,29.696,0,63409.0,55.0,42.0,63409.0,128.0,105.0,59294.0,143.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,63409.0,29.0,15.0,63409.0,62.0,45.0,59294.0,60.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
DES_POS|2,303.766,31178,607.532,0,63409.0,9.0,9.0,63409.0,12.0,8.0,57740.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,63409.0,9.0,9.0,63409.0,8.0,8.0,57740.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
DES_POS|3,383.026,3039,766.052,0,63409.0,2.0,2.0,63409.0,2.0,2.0,1833.0,2.0,1.0,1833.0,3.0,2.0,1833.0,4.0,2.0,63409.0,2.0,2.0,63409.0,2.0,2.0,1833.0,1.0,1.0,1833.0,2.0,1.0,1833.0,2.0,2.0
DES_POS|6,1016586.567,31502,2033173.134,4996,63161.0,1.0,1.0,63161.0,1.0,1.0,63161.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63161.0,1.0,1.0,63161.0,1.0,1.0,63161.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_DIFF|1,0.001,1594,0.002,1347,63735.0,64221.0,64207.0,63838.0,63813.0,63800.0,63338.0,63321.0,63316.0,59269.0,59249.0,59248.0,54330.0,54213.0,54211.0,63735.0,64191.0,64184.0,63838.0,63783.0,63768.0,63338.0,63296.0,63286.0,59308.0,59170.0,59161.0,54306.0,54094.0,54097.0
CTRL_DIFF|2,0.001,1511,0.002,1170,63917.0,64209.0,64210.0,63794.0,63819.0,63808.0,63338.0,63307.0,63302.0,59218.0,59234.0,59220.0,54322.0,54231.0,54232.0,63917.0,64183.0,64171.0,63794.0,63798.0,63778.0,63338.0,63270.0,63258.0,59324.0,59121.0,59105.0,54306.0,54135.0,54124.0
CTRL_DIFF|3,0.004,665,0.008,637,63888.0,64134.0,64101.0,63838.0,63702.0,63644.0,63338.0,63246.0,63185.0,57962.0,59263.0,59234.0,54314.0,54263.0,54246.0,63888.0,64047.0,63945.0,63824.0,63606.0,63455.0,63334.0,63137.0,63036.0,57951.0,59173.0,59108.0,54292.0,54186.0,54129.0
CTRL_DIFF|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_POS|1,14.848,34444,29.696,0,63403.0,55.0,40.0,63403.0,128.0,106.0,59290.0,144.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,63403.0,31.0,15.0,63403.0,60.0,45.0,59290.0,59.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_POS|2,303.766,31177,607.532,0,63403.0,9.0,9.0,63403.0,12.0,8.0,57733.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,63403.0,9.0,9.0,63403.0,8.0,8.0,57733.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL_POS|3,383.025,3038,766.05,0,63403.0,2.0,2.0,63403.0,3.0,2.0,1827.0,2.0,1.0,1827.0,3.0,2.0,1827.0,4.0,3.0,63403.0,2.0,2.0,63403.0,2.0,2.0,1827.0,1.0,1.0,1827.0,2.0,1.0,1827.0,2.0,2.0
CTRL_POS|6,1016480.985,31502,2032961.97,4998,63158.0,1.0,1.0,63158.0,1.0,1.0,63158.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63158.0,1.0,1.0,63158.0,1.0,1.0,63158.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VEL_FFW|1,2.953,39110,5.906,1817,48491.0,501.0,472.0,48491.0,1505.0,1488.0,48354.0,2191.0,2171.0,11860.0,1473.0,1470.0,3478.0,1291.0,1288.0,48491.0,244.0,215.0,48491.0,595.0,564.0,48315.0,794.0,772.0,11254.0,289.0,286.0,0.0,0.0,0.0
VEL_FFW|2,2.642,37227,5.284,4851,45426.0,569.0,535.0,45426.0,1751.0,1731.0,59528.0,2778.0,2760.0,25664.0,3877.0,3851.0,0.0,0.0,0.0,45426.0,265.0,234.0,45426.0,673.0,644.0,59494.0,1013.0,994.0,11254.0,361.0,358.0,0.0,0.0,0.0
VEL_FFW|3,1.605,489,3.21,481,513.0,333.0,329.0,513.0,279.0,278.0,287.0,233.0,232.0,211.0,178.0,178.0,211.0,184.0,184.0,513.0,115.0,108.0,513.0,216.0,215.0,268.0,186.0,186.0,211.0,164.0,164.0,211.0,173.0,173.0
VEL_FFW|6,17596.94,28298,35193.88,0,61478.0,21.0,21.0,61478.0,21.0,21.0,61478.0,19.0,19.0,11227.0,2.0,2.0,0.0,0.0,0.0,61478.0,21.0,21.0,61478.0,21.0,21.0,61478.0,19.0,19.0,11227.0,2.0,2.0,0.0,0.0,0.0
CONT_DEV|1,0.001,1594,0.002,1347,63735.0,64221.0,64207.0,63838.0,63813.0,63800.0,63338.0,63321.0,63316.0,59269.0,59249.0,59248.0,54330.0,54213.0,54211.0,63735.0,64191.0,64184.0,63838.0,63783.0,63768.0,63338.0,63296.0,63286.0,59308.0,59170.0,59161.0,54306.0,54094.0,54097.0
CONT_DEV|2,0.001,1511,0.002,1170,63917.0,64209.0,64210.0,63794.0,63819.0,63808.0,63338.0,63307.0,63302.0,59218.0,59234.0,59220.0,54322.0,54231.0,54232.0,63917.0,64183.0,64171.0,63794.0,63798.0,63778.0,63338.0,63270.0,63258.0,59324.0,59121.0,59105.0,54306.0,54135.0,54124.0
CONT_DEV|3,0.004,665,0.008,637,63888.0,64134.0,64101.0,63838.0,63702.0,63644.0,63338.0,63246.0,63185.0,57962.0,59263.0,59234.0,54314.0,54263.0,54246.0,63888.0,64047.0,63945.0,63824.0,63606.0,63455.0,63334.0,63137.0,63036.0,57951.0,59173.0,59108.0,54292.0,54186.0,54129.0
CONT_DEV|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMD_SPEED|1,2.955,39071,5.91,1747,61488.0,668.0,599.0,61409.0,1719.0,1684.0,60167.0,2347.0,2322.0,12033.0,1563.0,1561.0,3119.0,1295.0,1294.0,61390.0,189.0,166.0,60592.0,519.0,475.0,60156.0,753.0,737.0,11253.0,315.0,310.0,0.0,0.0,0.0
CMD_SPEED|2,2.643,37232,5.286,4740,61390.0,1243.0,1028.0,61262.0,2163.0,2096.0,60266.0,3046.0,3014.0,29411.0,4289.0,4274.0,0.0,0.0,0.0,63410.0,197.0,176.0,62944.0,656.0,607.0,60198.0,1011.0,978.0,11253.0,373.0,371.0,0.0,0.0,0.0
CMD_SPEED|3,1.608,585,3.216,555,57117.0,16916.0,7572.0,57029.0,13206.0,6991.0,54730.0,12386.0,6579.0,34806.0,9967.0,6901.0,17534.0,7426.0,5616.0,57094.0,428.0,328.0,60121.0,986.0,798.0,2765.0,983.0,818.0,3676.0,1754.0,1268.0,1785.0,1115.0,894.0
CMD_SPEED|6,17596.94,28298,35193.88,0,61478.0,21.0,21.0,61478.0,21.0,21.0,61478.0,19.0,19.0,11227.0,2.0,2.0,0.0,0.0,0.0,61478.0,21.0,21.0,61478.0,21.0,21.0,61478.0,19.0,19.0,11227.0,2.0,2.0,0.0,0.0,0.0
TORQUE_FFW|1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORQUE_FFW|2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORQUE_FFW|3,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORQUE_FFW|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|1,14.85,34441,29.7,0,63406.0,23.0,17.0,63404.0,47.0,39.0,60115.0,65.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,63404.0,4.0,2.0,63404.0,21.0,14.0,60115.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|2,303.783,31177,607.566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|3,383.024,3040,766.048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1_POS|6,1016491.761,31502,2032983.522,4998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|1,14.848,34443,29.696,0,63316.0,15.0,9.0,63316.0,44.0,37.0,60123.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63377.0,16.0,9.0,60121.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|2,303.766,31177,607.532,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|3,383.025,3040,766.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC2_POS|6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
