Train_y,Train_pred_y
0.0,-0.29975945
0.0,-0.30019835
0.0,-0.30041778
0.0,-0.3000886
0.0,-0.30012903
0.0,-0.2999327
0.0,-0.29943603
0.0,-0.29936674
0.0,-0.29938984
0.0,-0.2995573
0.0,-0.2997421
0.0,-0.2994476
0.0,-0.2992628
0.0,-0.299309
0.0,-0.29917616
0.0,-0.29943603
0.0,-0.29940715
0.0,-0.2989567
0.0,-0.29885852
0.0,-0.29918772
0.0,-0.29992113
0.0,-0.29979408
0.0,-0.30006552
0.0,-0.30026186
0.0,-0.30018678
0.0,-0.30015215
0.0,-0.30019835
0.0,-0.30051598
0.0,-0.30060837
0.0,-0.30049285
0.0,-0.29979408
0.0,-0.29915306
0.0,-0.29880655
0.0,-0.2986333
0.0,-0.29880655
0.0,-0.2986564
0.0,-0.29880077
0.0,-0.2992628
0.0,-0.2997652
0.0,-0.29984605
0.0,-0.29921657
0.0,-0.2987257
0.0,-0.29825214
0.0,-0.29800382
0.0,-0.29779014
0.0,-0.29832146
0.0,-0.29844272
0.0,-0.2981944
0.0,-0.29839075
0.0,-0.29880077
0.0,-0.29931477
0.0,-0.29917037
0.0,-0.29954576
0.0,-0.29956308
0.0,-0.2992628
0.0,-0.2997248
0.0,-0.30006552
0.0,-0.3001348
0.0,-0.30008283
0.0,-0.29989803
0.0,-0.29950532
0.0,-0.2994476
0.0,-0.29959196
0.0,-0.29991537
0.0,-0.30010018
0.0,-0.29985183
0.0,-0.29919347
0.0,-0.29883543
0.0,-0.29892206
0.0,-0.2990953
0.0,-0.29926854
0.0,-0.2988412
0.0,-0.2990722
0.0,-0.29922813
0.0,-0.2992397
0.0,-0.299309
0.0,-0.29941294
0.0,-0.29966703
0.0,-0.29975367
0.0,-0.29985762
0.0,-0.30018678
0.0,-0.29986915
0.0,-0.2998865
0.0,-0.2996959
0.0,-0.2995169
0.0,-0.29964393
0.0,-0.2994476
0.0,-0.30031383
0.0,-0.30079895
0.0,-0.30046976
0.0,-0.30022722
0.0,-0.29983452
0.0,-0.29980564
0.0,-0.2999558
0.0,-0.29995
0.0,-0.30017525
0.0,-0.3003254
0.0,-0.30035427
0.0,-0.3004871
0.0,-0.30064303
0.0,-0.3005506
0.0,-0.30039468
0.0,-0.30039468
0.0,-0.30068922
0.0,-0.30068922
0.0,-0.30007705
0.0,-0.2996959
0.0,-0.29964393
0.0,-0.29949957
0.0,-0.29900292
0.0,-0.2985871
0.0,-0.29864484
0.0,-0.29843694
0.0,-0.2987026
0.0,-0.29929167
0.0,-0.29958618
0.0,-0.2994418
0.0,-0.29919925
0.0,-0.29910108
0.0,-0.29864484
0.0,-0.2984716
0.0,-0.29894516
0.0,-0.29937828
0.0,-0.29959196
0.0,-0.3000713
0.0,-0.3003658
0.0,-0.30023876
0.0,-0.30007705
0.0,-0.29960352
0.0,-0.29973632
0.0,-0.29982874
0.0,-0.3003658
0.0,-0.30044088
0.0,-0.30065456
0.0,-0.3004871
0.0,-0.30017525
0.0,-0.2999327
0.0,-0.29977676
0.0,-0.29956308
0.0,-0.29960352
0.0,-0.2992859
0.0,-0.29900292
0.0,-0.29899135
0.0,-0.2994476
0.0,-0.29994422
0.0,-0.3001579
0.0,-0.30035427
0.0,-0.30039468
0.0,-0.30072388
0.0,-0.30071232
0.0,-0.30068922
0.0,-0.30064303
0.0,-0.3007874
0.0,-0.30093753
0.0,-0.3005737
0.0,-0.30049863
0.0,-0.30020988
0.0,-0.3001579
0.0,-0.30006552
0.0,-0.30015215
0.0,-0.29984027
0.0,-0.29952267
0.0,-0.2995111
0.0,-0.29980564
0.0,-0.3002792
0.0,-0.30056795
0.0,-0.3007874
0.0,-0.30044666
0.0,-0.30070075
0.0,-0.30093753
0.0,-0.30143997
0.0,-0.3010126
0.0,-0.3003023
0.0,-0.30005974
0.0,-0.29994422
0.0,-0.29941294
0.0,-0.2994707
0.0,-0.29933786
0.0,-0.29963237
0.0,-0.29979986
0.0,-0.29959774
0.0,-0.29979986
0.0,-0.29957464
0.0,-0.2996555
0.0,-0.29984027
0.0,-0.30016947
0.0,-0.30019256
0.0,-0.30019256
0.0,-0.2998865
0.0,-0.29961506
0.0,-0.29989803
0.0,-0.30010018
0.0,-0.30021566
0.0,-0.3001579
0.0,-0.3003196
0.0,-0.30020413
0.0,-0.3000944
0.0,-0.29998466
0.0,-0.3001175
0.0,-0.29997888
0.0,-0.30033118
0.0,-0.30052173
0.0,-0.30102995
0.0,-0.3010126
0.0,-0.30102995
0.0,-0.3005333
0.0,-0.30001354
0.0,-0.2997248
0.0,-0.29963237
0.0,-0.29977676
0.0,-0.29950532
0.0,-0.29970747
0.0,-0.3000713
0.0,-0.30060837
0.0,-0.30092022
0.0,-0.30056795
0.0,-0.30044088
0.0,-0.30102995
0.0,-0.30118588
0.0,-0.30081627
0.0,-0.30060837
0.0,-0.30089712
0.0,-0.30104727
0.0,-0.30100685
0.0,-0.3007354
0.0,-0.300695
0.0,-0.30012327
0.0,-0.30027342
0.0,-0.30010018
0.0,-0.30005974
0.0,-0.30014637
0.0,-0.30010018
0.0,-0.2996959
0.0,-0.29945913
0.0,-0.29973057
0.0,-0.29969013
0.0,-0.29984027
0.0,-0.2997883
0.0,-0.2999731
0.0,-0.29989803
0.0,-0.30005395
0.0,-0.30026764
0.0,-0.3003716
0.0,-0.30065456
0.0,-0.30038315
0.0,-0.30017525
0.0,-0.29996157
0.0,-0.30012327
0.0,-0.30027342
0.0,-0.3007181
0.0,-0.3007816
0.0,-0.3007816
0.0,-0.30083358
0.0,-0.3008105
0.0,-0.3004871
0.0,-0.30074698
0.0,-0.30058527
0.0,-0.30051598
0.0,-0.30026186
0.0,-0.29996735
0.0,-0.29952842
0.0,-0.29942447
0.0,-0.29959196
0.0,-0.29985183
0.0,-0.30019256
0.0,-0.2997883
0.0,-0.2996959
0.0,-0.29963815
0.0,-0.29968435
0.0,-0.2996728
0.0,-0.29974788
0.0,-0.29981717
0.0,-0.30025032
0.0,-0.30062568
0.0,-0.30083936
0.0,-0.30126673
0.0,-0.3009895
0.0,-0.30062568
0.0,-0.3003254
0.0,-0.30042356
0.0,-0.30056795
0.0,-0.30019835
0.0,-0.30010018
0.0,-0.3003485
0.0,-0.30050442
0.0,-0.3005275
0.0,-0.30079317
0.0,-0.30063725
0.0,-0.30045822
0.0,-0.30047554
0.0,-0.30059105
0.0,-0.30040625
0.0,-0.30023876
0.0,-0.3002792
0.0,-0.30020413
0.0,-0.3005795
0.0,-0.30033693
0.0,-0.30020413
0.0,-0.300464
0.0,-0.30071232
0.0,-0.30053908
0.0,-0.30039468
0.0,-0.29989803
0.0,-0.29977098
0.0,-0.29956886
0.0,-0.29999045
0.0,-0.30039468
0.0,-0.3005737
0.0,-0.30064303
0.0,-0.300695
0.0,-0.30064878
0.0,-0.30037737
0.0,-0.300181
0.0,-0.30006552
0.0,-0.30023298
0.0,-0.30008283
0.0,-0.3003254
0.0,-0.30003664
0.0,-0.29987493
0.0,-0.29981142
0.0,-0.29968435
0.0,-0.2997883
0.0,-0.2998807
0.0,-0.29998466
0.0,-0.29989803
0.0,-0.29979408
0.0,-0.2997248
0.0,-0.2995804
0.0,-0.29956308
0.0,-0.29982296
0.0,-0.2997652
0.0,-0.29975367
0.0,-0.29978254
0.0,-0.2999558
0.0,-0.30021566
0.0,-0.3000713
0.0,-0.2999269
0.0,-0.29998466
0.0,-0.30006552
0.0,-0.3000713
0.0,-0.29993847
0.0,-0.29986915
0.0,-0.29975367
0.0,-0.29985762
0.0,-0.29998466
0.0,-0.30021566
0.0,-0.3000713
0.0,-0.30005395
0.0,-0.30058527
0.0,-0.30110502
0.0,-0.30130714
0.0,-0.3009029
0.0,-0.3005737
0.0,-0.30037737
0.0,-0.30007705
0.0,-0.30014637
0.0,-0.29996157
0.0,-0.29989803
0.0,-0.30005974
0.0,-0.3003485
0.0,-0.30052173
0.0,-0.3007181
0.0,-0.30093178
0.0,-0.30095488
0.0,-0.3010126
0.0,-0.3009664
0.0,-0.30071232
0.0,-0.3003658
0.0,-0.3003254
0.0,-0.30040047
0.0,-0.3007354
0.0,-0.30086824
0.0,-0.3007412
0.0,-0.3005333
0.0,-0.30026186
0.0,-0.30023876
0.0,-0.30003086
0.0,-0.29985183
0.0,-0.30029073
0.0,-0.30041778
0.0,-0.3005795
0.0,-0.3005102
0.0,-0.3005737
0.0,-0.300695
0.0,-0.3007643
0.0,-0.30083358
0.0,-0.30082783
0.0,-0.30072388
0.0,-0.30063725
0.0,-0.30050442
0.0,-0.3003023
0.0,-0.30049285
0.0,-0.30075273
0.0,-0.30079895
0.0,-0.30089712
0.0,-0.3007874
0.0,-0.30064878
0.0,-0.30051598
0.0,-0.3002792
0.0,-0.3000944
0.0,-0.30002508
0.0,-0.29992113
0.0,-0.29985762
0.0,-0.30022144
0.0,-0.30060837
0.0,-0.3007354
0.0,-0.30085093
0.0,-0.30064878
0.0,-0.30045822
0.0,-0.30030808
0.0,-0.30036005
0.0,-0.30005974
0.0,-0.3000944
0.0,-0.30030808
0.0,-0.3005968
0.0,-0.30105883
0.0,-0.3009895
0.0,-0.30089712
0.0,-0.3007585
0.0,-0.30075273
0.0,-0.30072963
0.0,-0.30051598
0.0,-0.30033118
0.0,-0.30043513
0.0,-0.30049285
0.0,-0.30077007
0.0,-0.3003023
0.0,-0.29968435
0.0,-0.29950532
0.0,-0.29949957
0.0,-0.29958618
0.0,-0.29984027
0.0,-0.29991537
0.0,-0.30000198
0.0,-0.3005564
0.0,-0.30056217
0.0,-0.30048132
0.0,-0.3003716
0.0,-0.3002792
0.0,-0.30020413
0.0,-0.3001406
0.0,-0.29999045
0.0,-0.29991537
0.0,-0.30026186
0.0,-0.30012327
0.0,-0.30001932
0.0,-0.2999731
0.0,-0.30012327
0.0,-0.30023298
0.0,-0.30027342
0.0,-0.30026186
0.0,-0.29998466
0.0,-0.29997888
0.0,-0.30051598
0.0,-0.3007354
0.0,-0.30071232
0.0,-0.30061415
0.0,-0.30053908
0.0,-0.30081627
0.0,-0.30086824
0.0,-0.30095488
0.0,-0.30074698
0.0,-0.3005564
0.0,-0.30052173
0.0,-0.30040625
0.0,-0.3003254
0.0,-0.30028495
0.0,-0.30062568
0.0,-0.30093178
0.0,-0.30084515
0.0,-0.30070654
0.0,-0.30058527
0.0,-0.30061415
0.0,-0.30064303
0.0,-0.30044666
0.0,-0.30019256
0.0,-0.30005974
0.0,-0.29999045
0.0,-0.29997888
0.0,-0.29986915
0.0,-0.30008283
0.0,-0.3000944
0.0,-0.3001579
0.0,-0.30036005
0.0,-0.30077586
0.0,-0.30125517
0.0,-0.3014342
0.0,-0.30153814
0.0,-0.3016132
0.0,-0.30160168
0.0,-0.3017114
0.0,-0.30154392
0.0,-0.30147463
0.0,-0.3012032
0.0,-0.30093753
0.0,-0.3005564
0.0,-0.30030808
0.0,-0.30040047
0.0,-0.30075273
0.0,-0.30105305
0.0,-0.30126095
0.0,-0.30094332
0.0,-0.30079895
0.0,-0.30079895
0.0,-0.30079317
0.0,-0.30049285
0.0,-0.30023298
0.0,-0.2999327
0.0,-0.30026764
0.0,-0.30040047
0.0,-0.3001637
0.0,-0.30008283
0.0,-0.30041203
0.0,-0.30067766
0.0,-0.30065456
0.0,-0.30087402
0.0,-0.30093178
0.0,-0.30086246
0.0,-0.3007181
0.0,-0.30066034
0.0,-0.30060259
0.0,-0.30023876
0.0,-0.30049285
0.0,-0.30053908
0.0,-0.3007874
0.0,-0.3010126
0.0,-0.3007585
0.0,-0.30064303
0.0,-0.30105883
0.0,-0.30127826
0.0,-0.30141687
0.0,-0.30134758
0.0,-0.30105305
0.0,-0.30110502
0.0,-0.30128404
0.0,-0.3014111
0.0,-0.30139956
0.0,-0.30144575
0.0,-0.30123207
0.0,-0.30100685
0.0,-0.3008047
0.0,-0.30060837
0.0,-0.30043513
0.0,-0.30037737
0.0,-0.30051598
0.0,-0.30070075
0.0,-0.30061993
0.0,-0.3009491
0.0,-0.3012725
0.0,-0.30146885
0.0,-0.30176914
0.0,-0.30128404
0.0,-0.30128404
0.0,-0.3012725
0.0,-0.3013187
0.0,-0.30083358
0.0,-0.30044666
0.0,-0.30022722
0.0,-0.30026764
0.0,-0.30044666
0.0,-0.300695
0.0,-0.30064303
0.0,-0.30070654
0.0,-0.30087402
0.0,-0.30104148
0.0,-0.30086824
0.0,-0.30056795
0.0,-0.30068922
0.0,-0.30075273
0.0,-0.30104727
0.0,-0.30089712
0.0,-0.3009664
0.0,-0.30053908
0.0,-0.3001406
0.0,-0.2999096
0.0,-0.30001932
0.0,-0.30049285
0.0,-0.30065456
0.0,-0.3010126
0.0,-0.3011108
0.0,-0.30119166
0.0,-0.3008105
0.0,-0.30047554
0.0,-0.3005795
0.0,-0.30043513
0.0,-0.3001579
0.0,-0.29984605
0.0,-0.29996735
0.0,-0.30041778
0.0,-0.30084515
0.0,-0.300695
0.0,-0.30046976
0.0,-0.30030808
0.0,-0.3006719
0.0,-0.30083358
0.0,-0.30086824
0.0,-0.30094332
0.0,-0.30087402
0.0,-0.30108193
0.0,-0.30090865
0.0,-0.3009895
0.0,-0.3007643
0.0,-0.30067766
0.0,-0.30054483
0.0,-0.3003023
0.0,-0.29998466
0.0,-0.3001348
0.0,-0.30003664
0.0,-0.30014637
0.0,-0.30048132
0.0,-0.30035427
0.0,-0.30042356
0.0,-0.3003889
0.0,-0.30028495
0.0,-0.30044666
0.0,-0.3007643
0.0,-0.30064303
0.0,-0.3005102
0.0,-0.3005275
0.0,-0.30045244
0.0,-0.30023876
0.0,-0.30028495
0.0,-0.3005737
0.0,-0.3005275
0.0,-0.30061415
0.0,-0.30039468
0.0,-0.30041778
0.0,-0.30038315
0.0,-0.30063146
0.0,-0.3005275
0.0,-0.3005275
0.0,-0.30020988
0.0,-0.30000776
0.0,-0.30036005
0.0,-0.3010184
