Dataset,Train_R2,Train_RMSE,Test_R2,Test_RMSE
RS_Energie_V_AL_2007.csv,0.2159566554012523,0.7913857293090117,-2.4704677442048397,1.207901611201017
RS_Energie_V_S235JR.csv,0.6110777412023424,0.6825509152743716,-1.0989932443526964,2.2186591025213542
AL_RS_Energie.csv,0.019570588263220223,2.6277197942933395,0.02016013020354479,3.29658261915982
S_RS_Energie.csv,0.06952463974732181,2.328050552450359,-0.06800551173404479,3.44825984908009
