dataset,train_accuracy,test_accuracy,train_f1,test_f1
Data4_Classes.csv RF,1.0,0.6569779549579032,1.0,0.674471594263599
Data4_Classes.csv XGB,1.0,0.6569779549579032,1.0,0.674471594263599
Data3_Classes.csv RF,1.0,0.4426850592578201,1.0,0.4125529391128514
Data3_Classes.csv XGB,1.0,0.4426850592578201,1.0,0.4125529391128514
Data1_Classes.csv RF,1.0,0.6439406595609609,1.0,0.6129216575400948
Data1_Classes.csv XGB,1.0,0.6439406595609609,1.0,0.6129216575400948
Data2_Classes.csv RF,1.0,0.5969484536082474,1.0,0.44939636333887234
Data2_Classes.csv XGB,1.0,0.5969484536082474,1.0,0.44939636333887234
