Dataset                  ,Train_R2_5050      ,Train_RMSE_5050       ,Test_R2_5050       ,Test_RMSE_5050      ,Test_R2_3070        ,Test_RMSE_3070     ,Train_R2_3070      ,Train_RMSE_3070       ,Test_R2_2080         ,Test_RMSE_2080     ,Train_R2_2080      ,Train_RMSE_2080
RS_Energie_V_AL_2007.csv ,0.9999862971249068 ,0.0033694781780564276 ,0.9581670929236736 ,0.15021350882955553 ,-0.6887501272717054 ,1.1052727057545049 ,0.9999912159370339 ,0.0022902382812508377 ,-0.6576235040601215  ,1.0383765832625373 ,0.9999922571854623 ,0.0024348722972721924
RS_Energie_V_S235JR.csv  ,0.9999921334956438 ,0.003288648199749969  ,0.9928071989881784 ,0.10974922332955303 ,-0.2521894281120123 ,1.4785263343442119 ,0.9999957798056128 ,0.002314306506030373  ,-0.12697455349537168 ,1.3587487588493268 ,0.999996404409702  ,0.0023021191905647736
AL_RS_Energie.csv        ,0.9995538336955287 ,0.05304295346972622   ,0.9554363641779787 ,0.6729900133623815  ,0.12230798224766204 ,2.997324487312491  ,0.9995110132739156 ,0.041645985063867824  ,0.03881132819374489  ,2.975821987386352  ,0.9996855417209224 ,0.037248706330624
S_RS_Energie.csv         ,0.9996595724618692 ,0.043257120001814364  ,0.9498226634960485 ,0.6776640689760571  ,0.09592416152008154 ,2.841304781877084  ,0.9996102465511628 ,0.03743995951534896   ,0.1738092044801821   ,2.600436620239064  ,0.9997389131596424 ,0.03449760023039995
